reject_id,grounded_statement_id,opportunity_title,reason,source_statement
PREJ-000200,GSTMT-000584,EcoStruxure Panel Server Wired by Design (a universal concentrator Modbus gateway),duplicate_statement,A firm fixed price quote with your proposed delivery schedule.
PREJ-000201,GSTMT-000586,EcoStruxure Panel Server Wired by Design (a universal concentrator Modbus gateway),duplicate_statement,REPRESENTATIONS AND CERTIFICATIONS - ABBREVIATED Offeror (legal business name):
PREJ-000202,GSTMT-000587,EcoStruxure Panel Server Wired by Design (a universal concentrator Modbus gateway),duplicate_statement,You are required to register in SAM (System for Award Management) and to maintain your registration annually.
PREJ-000203,GSTMT-000588,EcoStruxure Panel Server Wired by Design (a universal concentrator Modbus gateway),duplicate_statement,"If the items are Trigger List items, provide the following information:"
PREJ-000204,GSTMT-000589,EcoStruxure Panel Server Wired by Design (a universal concentrator Modbus gateway),duplicate_statement,"In the event of a conflict between the version or date of a clause set forth in this document and the version or date of a clause set forth in the identified Terms and Condition, the version or date of the clauses set forth in this document shall take precedence."
PREJ-000205,GSTMT-000590,EcoStruxure Panel Server Wired by Design (a universal concentrator Modbus gateway),duplicate_statement,"This document includes clauses that flow-down ORNL’s mandatory US Government regulatory and customer obligations as defined in its contract with DOE to manage and operate Oak Ridge National Laboratory, Contract No."
PREJ-000206,GSTMT-000591,EcoStruxure Panel Server Wired by Design (a universal concentrator Modbus gateway),duplicate_statement,"To the extent that any clause included in this document is inapplicable to the performance of this contract, the parties shall consider such clauses to be self-deleting and shall not impose any obligations upon the Seller."
PREJ-000207,GSTMT-000592,EcoStruxure Panel Server Wired by Design (a universal concentrator Modbus gateway),duplicate_statement,“Government” shall mean Company and/or Government;
PREJ-000208,GSTMT-000593,EcoStruxure Panel Server Wired by Design (a universal concentrator Modbus gateway),duplicate_statement,and “Contracting Officer” shall mean Company’s Procurement Officer Applicable to all UT- Battelle subcontracts based on thresholds defined below 52.203-6 RESTRICTIONS ON SUBCONTRACTOR SALES TO THE GOVERNMENT (JU
PREJ-000209,GSTMT-000594,Atlanta Job Corps Center Caretaker and Security Services,duplicate_statement,CONTRACT ID CODE PAGE OF PAGES AMENDMENT OF SOLICITATION/MODIFICATION OF CONTRACT 1 2 2.
PREJ-000210,GSTMT-000597,Atlanta Job Corps Center Caretaker and Security Services,duplicate_statement,THIS ITEM ONLY APPLIES TO AMENDMENTS OF SOLICITATIONS The above numbered solicitation is amended as set forth in Item 14.The hour and date specified for receipt of Offers is extended.
PREJ-000211,GSTMT-000598,Atlanta Job Corps Center Caretaker and Security Services,duplicate_statement,"Offers must acknowledge receipt of this amendment prior to the hour and date specified in the solicitation or as amended, by one of the following methods:"
PREJ-000212,GSTMT-000599,Atlanta Job Corps Center Caretaker and Security Services,duplicate_statement,"(a) By completing items 8 and 15, and returning copies of the amendment;"
PREJ-000213,GSTMT-000600,Atlanta Job Corps Center Caretaker and Security Services,duplicate_statement,(b) By acknowledging receipt of this amendment on each copy of the offer submitted;
PREJ-000214,GSTMT-000601,Atlanta Job Corps Center Caretaker and Security Services,duplicate_statement,or (c) By separate letter or electronic communication which includes a reference to the solicitation and amendment numbers.
PREJ-000215,GSTMT-000616,Atlanta Job Corps Center Caretaker and Security Services,duplicate_statement,EMPLOYMENT STANDARDS ADMINISTRATION By direction of the Secretary of Labor
PREJ-000216,GSTMT-000617,Atlanta Job Corps Center Caretaker and Security Services,duplicate_statement,EMPLOYMENT STANDARDS ADMINISTRATION By direction of the Secretary of Labor
PREJ-000217,GSTMT-000619,Atlanta Job Corps Center Caretaker and Security Services,duplicate_statement,"Georgia Counties of Barrow, Bartow, Butts, Carroll, Cherokee, Clayton, Cobb, Coweta, Dawson, Douglas, Fayette, Forsyth, Fulton, Gwinnett, Haralson, Henry, Morgan, Newton, Paulding, Pickens, Rockdale, Spalding and Walton ____________________________________________________________________________________ **Fringe Benefits Required Follow the Occupational Listing** OCCUPATION CODE - TITLE FOOTNOTE RATE 01000 - Administrative Support And Clerical Occupations 01011 - Accounting Clerk I 19.11 01012 - Accounting Clerk II 21.45 01013 - Accounting Clerk III 23.99 01020 - Administrative Assistant 35.34 01035 - Court Reporter 32.33 01041 - Customer Service Representative I 16.61 01042 - Customer Service Representative II 18.13 01043 - Customer Service Representative III 20.35 01051 - Data Entry Operator I 17.87 01052 - Data Entry Operator II 19.50 01060 - Dispatcher, Motor Vehicle 23.38 01070 - Document Preparation Clerk 18.35 01090 -"
PREJ-000218,GSTMT-000621,Atlanta Job Corps Center Caretaker and Security Services,duplicate_statement,"ISSUED BY CODE JCAS 7.ADMINISTERED BY (If other than Item 6)CODE US Department of Labor Job Corps Acquisition Services 200 Constitution Ave, NW N-4643 Washington DC 20210 8."
PREJ-000219,GSTMT-000622,Atlanta Job Corps Center Caretaker and Security Services,duplicate_statement,AMENDMENT OF SOLICITATION NUMBER (X) 1605AE-26-Q-00005 9B.
PREJ-000220,GSTMT-000623,Atlanta Job Corps Center Caretaker and Security Services,duplicate_statement,THIS ITEM ONLY APPLIES TO AMENDMENTS OF SOLICITATIONS The above numbered solicitation is amended as set forth in Item 14.The hour and date specified for receipt of Offers is extended.
PREJ-000221,GSTMT-000624,Atlanta Job Corps Center Caretaker and Security Services,duplicate_statement,"Offers must acknowledge receipt of this amendment prior to the hour and date specified in the solicitation or as amended, by one of the following methods:"
PREJ-000222,GSTMT-000625,Atlanta Job Corps Center Caretaker and Security Services,duplicate_statement,"(a) By completing items 8 and 15, and returning 1 copies of the amendment;"
PREJ-000223,GSTMT-000626,Atlanta Job Corps Center Caretaker and Security Services,duplicate_statement,(b) By acknowledging receipt of this amendment on each copy of the offer submitted;
PREJ-000224,GSTMT-000627,Atlanta Job Corps Center Caretaker and Security Services,duplicate_statement,or (c) By separate letter or electronic communication which includes a reference to the solicitation and amendment numbers.
